target_date,physical_acquisition_id,acquisition_local_date,lag_days
2024-08-07,sentinel-2a|2024-07-26T18:29:21.024000Z|R27|GS2A_20240726T182921_047500,2024-07-26,12
2024-08-07,sentinel-2a|2024-08-05T18:41:01.024000Z|R27|GS2A_20240805T184101_047643,2024-08-05,2
2024-08-07,sentinel-2b|2024-06-11T18:29:19.024000Z|R27|GS2B_20240611T182919_037948,2024-06-11,57
2024-08-07,sentinel-2b|2024-06-21T18:29:19.024000Z|R27|GS2B_20240621T182919_038091,2024-06-21,47
2024-08-07,sentinel-2b|2024-07-01T18:29:19.024000Z|R27|GS2B_20240701T182919_038234,2024-07-01,37
2024-08-07,sentinel-2b|2024-07-11T18:29:19.024000Z|R27|GS2B_20240711T182919_038377,2024-07-11,27
2024-08-07,sentinel-2b|2024-07-21T18:29:19.024000Z|R27|GS2B_20240721T182919_038520,2024-07-21,17
2024-08-07,sentinel-2b|2024-07-31T18:29:19.024000Z|R27|GS2B_20240731T182919_038663,2024-07-31,7
2024-08-15,sentinel-2a|2024-06-16T18:29:21.024000Z|R27|GS2A_20240616T182921_046928,2024-06-16,60
2024-08-15,sentinel-2a|2024-06-26T18:29:21.024000Z|R27|GS2A_20240626T182921_047071,2024-06-26,50
2024-08-15,sentinel-2a|2024-07-06T18:29:21.024000Z|R27|GS2A_20240706T182921_047214,2024-07-06,40
2024-08-15,sentinel-2a|2024-07-16T18:29:21.024000Z|R27|GS2A_20240716T182921_047357,2024-07-16,30
2024-08-15,sentinel-2a|2024-07-26T18:29:21.024000Z|R27|GS2A_20240726T182921_047500,2024-07-26,20
2024-08-15,sentinel-2a|2024-08-05T18:41:01.024000Z|R27|GS2A_20240805T184101_047643,2024-08-05,10
2024-08-15,sentinel-2b|2024-06-21T18:29:19.024000Z|R27|GS2B_20240621T182919_038091,2024-06-21,55
2024-08-15,sentinel-2b|2024-07-01T18:29:19.024000Z|R27|GS2B_20240701T182919_038234,2024-07-01,45
2024-08-15,sentinel-2b|2024-07-11T18:29:19.024000Z|R27|GS2B_20240711T182919_038377,2024-07-11,35
2024-08-15,sentinel-2b|2024-07-21T18:29:19.024000Z|R27|GS2B_20240721T182919_038520,2024-07-21,25
2024-08-15,sentinel-2b|2024-07-31T18:29:19.024000Z|R27|GS2B_20240731T182919_038663,2024-07-31,15
2024-08-15,sentinel-2b|2024-08-10T18:29:19.024000Z|R27|GS2B_20240810T182919_038806,2024-08-10,5
2024-08-23,sentinel-2a|2024-06-26T18:29:21.024000Z|R27|GS2A_20240626T182921_047071,2024-06-26,58
2024-08-23,sentinel-2a|2024-07-06T18:29:21.024000Z|R27|GS2A_20240706T182921_047214,2024-07-06,48
2024-08-23,sentinel-2a|2024-07-16T18:29:21.024000Z|R27|GS2A_20240716T182921_047357,2024-07-16,38
2024-08-23,sentinel-2a|2024-07-26T18:29:21.024000Z|R27|GS2A_20240726T182921_047500,2024-07-26,28
2024-08-23,sentinel-2a|2024-08-05T18:41:01.024000Z|R27|GS2A_20240805T184101_047643,2024-08-05,18
2024-08-23,sentinel-2a|2024-08-15T18:29:21.024000Z|R27|GS2A_20240815T182921_047786,2024-08-15,8
2024-08-23,sentinel-2b|2024-07-01T18:29:19.024000Z|R27|GS2B_20240701T182919_038234,2024-07-01,53
2024-08-23,sentinel-2b|2024-07-11T18:29:19.024000Z|R27|GS2B_20240711T182919_038377,2024-07-11,43
2024-08-23,sentinel-2b|2024-07-21T18:29:19.024000Z|R27|GS2B_20240721T182919_038520,2024-07-21,33
2024-08-23,sentinel-2b|2024-07-31T18:29:19.024000Z|R27|GS2B_20240731T182919_038663,2024-07-31,23
2024-08-23,sentinel-2b|2024-08-10T18:29:19.024000Z|R27|GS2B_20240810T182919_038806,2024-08-10,13
2024-08-23,sentinel-2b|2024-08-20T18:29:19.024000Z|R27|GS2B_20240820T182919_038949,2024-08-20,3
2024-08-31,sentinel-2a|2024-07-06T18:29:21.024000Z|R27|GS2A_20240706T182921_047214,2024-07-06,56
2024-08-31,sentinel-2a|2024-07-16T18:29:21.024000Z|R27|GS2A_20240716T182921_047357,2024-07-16,46
2024-08-31,sentinel-2a|2024-07-26T18:29:21.024000Z|R27|GS2A_20240726T182921_047500,2024-07-26,36
2024-08-31,sentinel-2a|2024-08-05T18:41:01.024000Z|R27|GS2A_20240805T184101_047643,2024-08-05,26
2024-08-31,sentinel-2a|2024-08-15T18:29:21.024000Z|R27|GS2A_20240815T182921_047786,2024-08-15,16
2024-08-31,sentinel-2a|2024-08-25T18:29:21.024000Z|R27|GS2A_20240825T182921_047929,2024-08-25,6
2024-08-31,sentinel-2b|2024-07-11T18:29:19.024000Z|R27|GS2B_20240711T182919_038377,2024-07-11,51
2024-08-31,sentinel-2b|2024-07-21T18:29:19.024000Z|R27|GS2B_20240721T182919_038520,2024-07-21,41
2024-08-31,sentinel-2b|2024-07-31T18:29:19.024000Z|R27|GS2B_20240731T182919_038663,2024-07-31,31
2024-08-31,sentinel-2b|2024-08-10T18:29:19.024000Z|R27|GS2B_20240810T182919_038806,2024-08-10,21
2024-08-31,sentinel-2b|2024-08-20T18:29:19.024000Z|R27|GS2B_20240820T182919_038949,2024-08-20,11
2024-08-31,sentinel-2b|2024-08-30T18:29:19.024000Z|R27|GS2B_20240830T182919_039092,2024-08-30,1
2024-09-08,sentinel-2a|2024-07-16T18:29:21.024000Z|R27|GS2A_20240716T182921_047357,2024-07-16,54
2024-09-08,sentinel-2a|2024-07-26T18:29:21.024000Z|R27|GS2A_20240726T182921_047500,2024-07-26,44
2024-09-08,sentinel-2a|2024-08-05T18:41:01.024000Z|R27|GS2A_20240805T184101_047643,2024-08-05,34
2024-09-08,sentinel-2a|2024-08-15T18:29:21.024000Z|R27|GS2A_20240815T182921_047786,2024-08-15,24
2024-09-08,sentinel-2a|2024-08-25T18:29:21.024000Z|R27|GS2A_20240825T182921_047929,2024-08-25,14
2024-09-08,sentinel-2a|2024-09-04T18:41:01.024000Z|R27|GS2A_20240904T184101_048072,2024-09-04,4
2024-09-08,sentinel-2b|2024-07-11T18:29:19.024000Z|R27|GS2B_20240711T182919_038377,2024-07-11,59
2024-09-08,sentinel-2b|2024-07-21T18:29:19.024000Z|R27|GS2B_20240721T182919_038520,2024-07-21,49
2024-09-08,sentinel-2b|2024-07-31T18:29:19.024000Z|R27|GS2B_20240731T182919_038663,2024-07-31,39
2024-09-08,sentinel-2b|2024-08-10T18:29:19.024000Z|R27|GS2B_20240810T182919_038806,2024-08-10,29
2024-09-08,sentinel-2b|2024-08-20T18:29:19.024000Z|R27|GS2B_20240820T182919_038949,2024-08-20,19
2024-09-08,sentinel-2b|2024-08-30T18:29:19.024000Z|R27|GS2B_20240830T182919_039092,2024-08-30,9
2024-09-16,sentinel-2a|2024-07-26T18:29:21.024000Z|R27|GS2A_20240726T182921_047500,2024-07-26,52
2024-09-16,sentinel-2a|2024-08-05T18:41:01.024000Z|R27|GS2A_20240805T184101_047643,2024-08-05,42
2024-09-16,sentinel-2a|2024-08-15T18:29:21.024000Z|R27|GS2A_20240815T182921_047786,2024-08-15,32
2024-09-16,sentinel-2a|2024-08-25T18:29:21.024000Z|R27|GS2A_20240825T182921_047929,2024-08-25,22
2024-09-16,sentinel-2a|2024-09-04T18:41:01.024000Z|R27|GS2A_20240904T184101_048072,2024-09-04,12
2024-09-16,sentinel-2b|2024-07-21T18:29:19.024000Z|R27|GS2B_20240721T182919_038520,2024-07-21,57
2024-09-16,sentinel-2b|2024-07-31T18:29:19.024000Z|R27|GS2B_20240731T182919_038663,2024-07-31,47
2024-09-16,sentinel-2b|2024-08-10T18:29:19.024000Z|R27|GS2B_20240810T182919_038806,2024-08-10,37
2024-09-16,sentinel-2b|2024-08-20T18:29:19.024000Z|R27|GS2B_20240820T182919_038949,2024-08-20,27
2024-09-16,sentinel-2b|2024-08-30T18:29:19.024000Z|R27|GS2B_20240830T182919_039092,2024-08-30,17
2024-09-16,sentinel-2b|2024-09-09T18:29:19.024000Z|R27|GS2B_20240909T182919_039235,2024-09-09,7
2024-09-24,sentinel-2a|2024-07-26T18:29:21.024000Z|R27|GS2A_20240726T182921_047500,2024-07-26,60
2024-09-24,sentinel-2a|2024-08-05T18:41:01.024000Z|R27|GS2A_20240805T184101_047643,2024-08-05,50
2024-09-24,sentinel-2a|2024-08-15T18:29:21.024000Z|R27|GS2A_20240815T182921_047786,2024-08-15,40
2024-09-24,sentinel-2a|2024-08-25T18:29:21.024000Z|R27|GS2A_20240825T182921_047929,2024-08-25,30
2024-09-24,sentinel-2a|2024-09-04T18:41:01.024000Z|R27|GS2A_20240904T184101_048072,2024-09-04,20
2024-09-24,sentinel-2b|2024-07-31T18:29:19.024000Z|R27|GS2B_20240731T182919_038663,2024-07-31,55
2024-09-24,sentinel-2b|2024-08-10T18:29:19.024000Z|R27|GS2B_20240810T182919_038806,2024-08-10,45
2024-09-24,sentinel-2b|2024-08-20T18:29:19.024000Z|R27|GS2B_20240820T182919_038949,2024-08-20,35
2024-09-24,sentinel-2b|2024-08-30T18:29:19.024000Z|R27|GS2B_20240830T182919_039092,2024-08-30,25
2024-09-24,sentinel-2b|2024-09-09T18:29:19.024000Z|R27|GS2B_20240909T182919_039235,2024-09-09,15
2024-10-02,sentinel-2a|2024-08-05T18:41:01.024000Z|R27|GS2A_20240805T184101_047643,2024-08-05,58
2024-10-02,sentinel-2a|2024-08-15T18:29:21.024000Z|R27|GS2A_20240815T182921_047786,2024-08-15,48
2024-10-02,sentinel-2a|2024-08-25T18:29:21.024000Z|R27|GS2A_20240825T182921_047929,2024-08-25,38
2024-10-02,sentinel-2a|2024-09-04T18:41:01.024000Z|R27|GS2A_20240904T184101_048072,2024-09-04,28
2024-10-02,sentinel-2a|2024-09-24T18:31:11.024000Z|R27|GS2A_20240924T183111_048358,2024-09-24,8
2024-10-02,sentinel-2b|2024-08-10T18:29:19.024000Z|R27|GS2B_20240810T182919_038806,2024-08-10,53
2024-10-02,sentinel-2b|2024-08-20T18:29:19.024000Z|R27|GS2B_20240820T182919_038949,2024-08-20,43
2024-10-02,sentinel-2b|2024-08-30T18:29:19.024000Z|R27|GS2B_20240830T182919_039092,2024-08-30,33
2024-10-02,sentinel-2b|2024-09-09T18:29:19.024000Z|R27|GS2B_20240909T182919_039235,2024-09-09,23
2024-10-02,sentinel-2b|2024-09-29T18:30:59.024000Z|R27|GS2B_20240929T183059_039521,2024-09-29,3
2024-10-10,sentinel-2a|2024-08-15T18:29:21.024000Z|R27|GS2A_20240815T182921_047786,2024-08-15,56
2024-10-10,sentinel-2a|2024-08-25T18:29:21.024000Z|R27|GS2A_20240825T182921_047929,2024-08-25,46
2024-10-10,sentinel-2a|2024-09-04T18:41:01.024000Z|R27|GS2A_20240904T184101_048072,2024-09-04,36
2024-10-10,sentinel-2a|2024-09-24T18:31:11.024000Z|R27|GS2A_20240924T183111_048358,2024-09-24,16
2024-10-10,sentinel-2a|2024-10-04T18:32:21.024000Z|R27|GS2A_20241004T183221_048501,2024-10-04,6
2024-10-10,sentinel-2b|2024-08-20T18:29:19.024000Z|R27|GS2B_20240820T182919_038949,2024-08-20,51
2024-10-10,sentinel-2b|2024-08-30T18:29:19.024000Z|R27|GS2B_20240830T182919_039092,2024-08-30,41
2024-10-10,sentinel-2b|2024-09-09T18:29:19.024000Z|R27|GS2B_20240909T182919_039235,2024-09-09,31
2024-10-10,sentinel-2b|2024-09-29T18:30:59.024000Z|R27|GS2B_20240929T183059_039521,2024-09-29,11
2024-10-10,sentinel-2b|2024-10-09T18:31:49.024000Z|R27|GS2B_20241009T183149_039664,2024-10-09,1
2024-10-18,sentinel-2a|2024-08-25T18:29:21.024000Z|R27|GS2A_20240825T182921_047929,2024-08-25,54
2024-10-18,sentinel-2a|2024-09-04T18:41:01.024000Z|R27|GS2A_20240904T184101_048072,2024-09-04,44
2024-10-18,sentinel-2a|2024-09-24T18:31:11.024000Z|R27|GS2A_20240924T183111_048358,2024-09-24,24
2024-10-18,sentinel-2a|2024-10-04T18:32:21.024000Z|R27|GS2A_20241004T183221_048501,2024-10-04,14
2024-10-18,sentinel-2a|2024-10-14T18:33:31.024000Z|R27|GS2A_20241014T183331_048644,2024-10-14,4
2024-10-18,sentinel-2b|2024-08-20T18:29:19.024000Z|R27|GS2B_20240820T182919_038949,2024-08-20,59
2024-10-18,sentinel-2b|2024-08-30T18:29:19.024000Z|R27|GS2B_20240830T182919_039092,2024-08-30,49
2024-10-18,sentinel-2b|2024-09-09T18:29:19.024000Z|R27|GS2B_20240909T182919_039235,2024-09-09,39
2024-10-18,sentinel-2b|2024-09-29T18:30:59.024000Z|R27|GS2B_20240929T183059_039521,2024-09-29,19
2024-10-18,sentinel-2b|2024-10-09T18:31:49.024000Z|R27|GS2B_20241009T183149_039664,2024-10-09,9
2024-10-26,sentinel-2a|2024-09-04T18:41:01.024000Z|R27|GS2A_20240904T184101_048072,2024-09-04,52
2024-10-26,sentinel-2a|2024-09-24T18:31:11.024000Z|R27|GS2A_20240924T183111_048358,2024-09-24,32
2024-10-26,sentinel-2a|2024-10-04T18:32:21.024000Z|R27|GS2A_20241004T183221_048501,2024-10-04,22
2024-10-26,sentinel-2a|2024-10-14T18:33:31.024000Z|R27|GS2A_20241014T183331_048644,2024-10-14,12
2024-10-26,sentinel-2a|2024-10-24T18:34:41.024000Z|R27|GS2A_20241024T183441_048787,2024-10-24,2
2024-10-26,sentinel-2b|2024-08-30T18:29:19.024000Z|R27|GS2B_20240830T182919_039092,2024-08-30,57
2024-10-26,sentinel-2b|2024-09-09T18:29:19.024000Z|R27|GS2B_20240909T182919_039235,2024-09-09,47
2024-10-26,sentinel-2b|2024-09-29T18:30:59.024000Z|R27|GS2B_20240929T183059_039521,2024-09-29,27
2024-10-26,sentinel-2b|2024-10-09T18:31:49.024000Z|R27|GS2B_20241009T183149_039664,2024-10-09,17
2024-10-26,sentinel-2b|2024-10-19T18:33:09.024000Z|R27|GS2B_20241019T183309_039807,2024-10-19,7
